lng,lat,date,customdate,time,customtime,crime,location,region,province,modus,crimetype,station,moduscode,date_com,datechar
121.033,14.6412,2018-07-04,"Wed - Jul 4, 2018",15:30:00,3:30:PM,Vehicular Traffic Accident,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.036,14.6366,2018-07-05,"Thu - Jul 5, 2018",11:20:00,11:20:AM,Vehicular Traffic Accident,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Thu - Jul 
121.046,14.63,2018-07-05,"Thu - Jul 5, 2018",23:30:00,11:30:PM,PHYSICAL INJURIES,"Kamuning, Kamuning, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 10 Kamuning,mc92,0000-00-00,Thu - Jul 
120.999,14.6615,2018-07-06,"Fri - Jul 6, 2018",04:00:00,4:00:AM,Drug Related Incident (RA 9165),"Unang Sigaw, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Fri - Jul 
121.018,14.6742,2018-07-06,"Fri - Jul 6, 2018",04:30:00,4:30:AM,Drug Related Incident (RA 9165),"Sangandaan, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Fri - Jul 
121.052,14.6163,2018-07-05,"Thu - Jul 5, 2018",08:00:00,8:00:AM,PHYSICAL INJURIES,"Kaunlaran, Cubao, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 07 Cubao,mc92,0000-00-00,Thu - Jul 
121.103,14.7193,2018-07-06,"Fri - Jul 6, 2018",18:30:00,6:30:PM,Drug Related Incident (RA 9165),"Payatas, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Fri - Jul 
121.014,14.6149,2018-07-06,"Fri - Jul 6, 2018",01:30:00,1:30:AM,ROBBERY,"Santol, Galas, Quezon City, NCR",130000000,137700000,Hold Up,8,Police Station 11 Galas,mc8,0000-00-00,Fri - Jul 
121.038,14.7083,2018-07-06,"Fri - Jul 6, 2018",16:30:00,4:30:PM,THEFT,"San Bartolome, Novaliches, Quezon City, NCR",130000000,137700000,Shoplifting,10,Police Station 04 Novaliches,mc72,0000-00-00,Fri - Jul 
121.016,14.6634,2018-07-06,"Fri - Jul 6, 2018",13:00:00,1:00:PM,Drug Related Incident (RA 9165),"Bahay Toro, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Fri - Jul 
121.062,14.6301,2018-07-06,"Fri - Jul 6, 2018",00:20:00,12:20:AM,Drug Related Incident (RA 9165),"Marilag, Project 4, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 08 Project 4,mc00,0000-00-00,Fri - Jul 
121.061,14.7316,2018-07-06,"Fri - Jul 6, 2018",12:00:00,12:00:PM,Vehicular Traffic Accident,"Greater Lagro, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Fri - Jul 
121.054,14.7233,2018-07-06,"Fri - Jul 6, 2018",16:15:00,4:15:PM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Fri - Jul 
121.046,14.7423,2018-07-06,"Fri - Jul 6, 2018",17:45:00,5:45:PM,Vehicular Traffic Accident,"Kaligayahan, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Fri - Jul 
121.047,14.7383,2018-07-06,"Fri - Jul 6, 2018",19:00:00,7:00:PM,Vehicular Traffic Accident,"Kaligayahan, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Fri - Jul 
121.039,14.6522,2018-07-06,"Fri - Jul 6, 2018",18:30:00,6:30:PM,Drug Related Incident (RA 9165),"Bagong Pag-Asa, Baler, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 02 Masambong,mc00,0000-00-00,Fri - Jul 
121.083,14.6871,2018-07-07,"Sat - Jul 7, 2018",05:00:00,5:00:AM,Drug Related Incident (RA 9165),"Holy Spirit, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Sat - Jul 
121.063,14.7408,2018-07-07,"Sat - Jul 7, 2018",05:00:00,5:00:AM,Drug Related Incident (RA 9165),"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 05 Fairview,mc00,0000-00-00,Sat - Jul 
120.999,14.6316,2018-07-07,"Sat - Jul 7, 2018",03:00:00,3:00:AM,Drug Related Incident (RA 9165),"St Peter, La Loma, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 01 La Loma,mc00,0000-00-00,Sat - Jul 
120.996,14.63,2018-07-07,"Sat - Jul 7, 2018",05:00:00,5:00:AM,Drug Related Incident (RA 9165),"Lourdes, La Loma, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 01 La Loma,mc00,0000-00-00,Sat - Jul 
121.072,14.7079,2018-07-06,"Fri - Jul 6, 2018",06:30:00,6:30:AM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Fri - Jul 
121.064,14.7067,2018-07-06,"Fri - Jul 6, 2018",23:20:00,11:20:PM,Vehicular Traffic Accident,"North Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Fri - Jul 
121.041,14.6278,2018-07-04,"Wed - Jul 4, 2018",15:30:00,3:30:PM,Vehicular Traffic Accident,"Kamuning, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.028,14.63,2018-07-04,"Wed - Jul 4, 2018",21:45:00,9:45:PM,Vehicular Traffic Accident,"Obrero, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.014,14.6228,2018-07-07,"Sat - Jul 7, 2018",00:40:00,12:40:AM,Drug Related Incident (RA 9165),"Tatalon, Galas, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 11 Galas,mc00,0000-00-00,Sat - Jul 
121.033,14.6353,2018-07-06,"Fri - Jul 6, 2018",18:30:00,6:30:PM,ROBBERY,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Extortion,8,Police Station 10 Kamuning,mc96,0000-00-00,Fri - Jul 
121.046,14.6343,2018-07-06,"Fri - Jul 6, 2018",23:20:00,11:20:PM,PHYSICAL INJURIES,"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 10 Kamuning,mc92,0000-00-00,Fri - Jul 
121.047,14.628,2018-07-06,"Fri - Jul 6, 2018",11:29:00,11:29:AM,Vehicular Traffic Accident,"Pinagkaisahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Fri - Jul 
121.046,14.6307,2018-07-06,"Fri - Jul 6, 2018",12:50:00,12:50:PM,Vehicular Traffic Accident,"Kamuning, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Fri - Jul 
121.047,14.628,2018-07-06,"Fri - Jul 6, 2018",13:30:00,1:30:PM,Vehicular Traffic Accident,"Pinagkaisahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Fri - Jul 
121.047,14.6219,2018-07-05,"Thu - Jul 5, 2018",14:20:00,2:20:PM,Vehicular Traffic Accident,"Immaculate Concepcion, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Thu - Jul 
121.094,14.6999,2018-07-07,"Sat - Jul 7, 2018",17:00:00,5:00:PM,Drug Related Incident (RA 9165),"Payatas, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Sat - Jul 
121.067,14.7354,2018-07-06,"Fri - Jul 6, 2018",20:00:00,8:00:PM,Vehicular Traffic Accident,"Greater Lagro, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Fri - Jul 
121.057,14.7148,2018-07-07,"Sat - Jul 7, 2018",04:45:00,4:45:AM,Vehicular Traffic Accident,"North Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Sat - Jul 
121.092,14.6967,2018-07-07,"Sat - Jul 7, 2018",14:30:00,2:30:PM,Drug Related Incident (RA 9165),"Commonwealth, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Sat - Jul 
121.055,14.6317,2018-07-06,"Fri - Jul 6, 2018",21:10:00,9:10:PM,Drug Related Incident (RA 9165),"West Kamias, Quirino, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 09 Quirino,mc00,0000-00-00,Fri - Jul 
121.059,14.7353,2018-07-07,"Sat - Jul 7, 2018",16:45:00,4:45:PM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Sat - Jul 
121.061,14.7353,2018-07-07,"Sat - Jul 7, 2018",07:40:00,7:40:AM,Vehicular Traffic Accident,"Greater Lagro, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Sat - Jul 
121.064,14.7404,2018-07-07,"Sat - Jul 7, 2018",19:00:00,7:00:PM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Sat - Jul 
121.06,14.6131,2018-07-06,"Fri - Jul 6, 2018",23:30:00,11:30:PM,Drug Related Incident (RA 9165),"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 07 Cubao,mc00,0000-00-00,Fri - Jul 
121.05,14.619,2018-07-07,"Sat - Jul 7, 2018",06:40:00,6:40:AM,Drug Related Incident (RA 9165),"Kaunlaran, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 07 Cubao,mc00,0000-00-00,Sat - Jul 
121.054,14.6169,2018-07-06,"Fri - Jul 6, 2018",08:00:00,8:00:AM,Vehicular Traffic Accident,"San Martin De Porres, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Fri - Jul 
121.055,14.6104,2018-07-06,"Fri - Jul 6, 2018",08:54:00,8:54:AM,Vehicular Traffic Accident,"Bagong Lipunan Ng Crame, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Fri - Jul 
121.052,14.618,2018-07-06,"Fri - Jul 6, 2018",10:00:00,10:00:AM,Vehicular Traffic Accident,"San Martin De Porres, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Fri - Jul 
121.052,14.6187,2018-07-06,"Fri - Jul 6, 2018",10:15:00,10:15:AM,Vehicular Traffic Accident,"San Martin De Porres, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Fri - Jul 
121.023,14.6163,2018-07-07,"Sat - Jul 7, 2018",07:30:00,7:30:AM,Drug Related Incident (RA 9165),"Damayang Lagi, Galas, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 11 Galas,mc00,0000-00-00,Sat - Jul 
121.045,14.6174,2018-07-06,"Fri - Jul 6, 2018",14:30:00,2:30:PM,Vehicular Traffic Accident,"Kaunlaran, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Fri - Jul 
121.053,14.6171,2018-07-06,"Fri - Jul 6, 2018",15:30:00,3:30:PM,Vehicular Traffic Accident,"Bagong Lipunan Ng Crame, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Fri - Jul 
121.04,14.6155,2018-07-06,"Fri - Jul 6, 2018",19:15:00,7:15:PM,Vehicular Traffic Accident,"Valencia, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Fri - Jul 
121.054,14.6137,2018-07-06,"Fri - Jul 6, 2018",07:00:00,7:00:AM,Vehicular Traffic Accident,"San Martin De Porres, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Fri - Jul 
121.046,14.7166,2018-07-08,"Sun - Jul 8, 2018",01:00:00,1:00:AM,Drug Related Incident (RA 9165),"Santa Monica, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 04 Novaliches,mc00,0000-00-00,Sun - Jul 
121.061,14.7422,2018-07-07,"Sat - Jul 7, 2018",22:45:00,10:45:PM,Drug Related Incident (RA 9165),"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 05 Fairview,mc00,0000-00-00,Sat - Jul 
121.068,14.6227,2018-07-08,"Sun - Jul 8, 2018",00:10:00,12:10:AM,Drug Related Incident (RA 9165),"Marilag, Project 4, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 08 Project 4,mc00,0000-00-00,Sun - Jul 
121.068,14.6227,2018-07-08,"Sun - Jul 8, 2018",03:30:00,3:30:AM,Drug Related Incident (RA 9165),"Marilag, Project 4, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 08 Project 4,mc00,0000-00-00,Sun - Jul 
121.098,14.6858,2018-07-07,"Sat - Jul 7, 2018",22:45:00,10:45:PM,Drug Related Incident (RA 9165),"Batasan Hills, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Sat - Jul 
121.076,14.705,2018-07-07,"Sat - Jul 7, 2018",02:10:00,2:10:AM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Sat - Jul 
121.075,14.705,2018-07-07,"Sat - Jul 7, 2018",21:30:00,9:30:PM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Sat - Jul 
121.04,14.636,2018-07-06,"Fri - Jul 6, 2018",21:00:00,9:00:PM,Vehicular Traffic Accident,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Fri - Jul 
121.05,14.6221,2018-07-07,"Sat - Jul 7, 2018",22:30:00,10:30:PM,Vehicular Traffic Accident,"Immaculate Concepcion, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sat - Jul 
121.046,14.6302,2018-07-06,"Fri - Jul 6, 2018",22:00:00,10:00:PM,Vehicular Traffic Accident,"Kamuning, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Fri - Jul 
121.033,14.6412,2018-07-06,"Fri - Jul 6, 2018",15:00:00,3:00:PM,Vehicular Traffic Accident,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Fri - Jul 
121.035,14.6333,2018-07-06,"Fri - Jul 6, 2018",20:30:00,8:30:PM,Vehicular Traffic Accident,"Laging Handa, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Fri - Jul 
121.042,14.6372,2018-07-06,"Fri - Jul 6, 2018",17:05:00,5:05:PM,Vehicular Traffic Accident,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Fri - Jul 
121.033,14.6327,2018-07-06,"Fri - Jul 6, 2018",15:15:00,3:15:PM,Vehicular Traffic Accident,"Laging Handa, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Fri - Jul 
121.049,14.6234,2018-07-06,"Fri - Jul 6, 2018",11:20:00,11:20:AM,Vehicular Traffic Accident,"Immaculate Concepcion, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Fri - Jul 
121.02,14.6333,2018-07-06,"Fri - Jul 6, 2018",17:40:00,5:40:PM,Vehicular Traffic Accident,"Paligsahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Fri - Jul 
121.039,14.6282,2018-07-06,"Fri - Jul 6, 2018",12:00:00,12:00:PM,Vehicular Traffic Accident,"Kamuning, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Fri - Jul 
121.029,14.6276,2018-07-06,"Fri - Jul 6, 2018",14:20:00,2:20:PM,Vehicular Traffic Accident,"Roxas, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Fri - Jul 
121.047,14.6423,2018-07-07,"Sat - Jul 7, 2018",18:00:00,6:00:PM,THEFT,"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Bag Slashing,10,Police Station 10 Kamuning,mc60,0000-00-00,Sat - Jul 
121.046,14.6308,2018-07-07,"Sat - Jul 7, 2018",18:28:00,6:28:PM,Vehicular Traffic Accident,"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sat - Jul 
121.036,14.636,2018-07-08,"Sun - Jul 8, 2018",04:00:00,4:00:AM,PHYSICAL INJURIES,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 10 Kamuning,mc92,0000-00-00,Sun - Jul 
121.049,14.6376,2018-07-08,"Sun - Jul 8, 2018",16:50:00,4:50:PM,Vehicular Traffic Accident,"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sun - Jul 
121.051,14.6488,2018-07-03,"Tue - Jul 3, 2018",19:45:00,7:45:PM,Vehicular Traffic Accident,"Central, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.048,14.6488,2018-07-07,"Sat - Jul 7, 2018",15:20:00,3:20:PM,Vehicular Traffic Accident,"Central, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sat - Jul 
121.042,14.6373,2018-07-04,"Wed - Jul 4, 2018",05:25:00,5:25:AM,Vehicular Traffic Accident,"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.031,14.6387,2018-07-07,"Sat - Jul 7, 2018",18:30:00,6:30:PM,Vehicular Traffic Accident,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sat - Jul 
121.046,14.6305,2018-07-04,"Wed - Jul 4, 2018",01:30:00,1:30:AM,Vehicular Traffic Accident,"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.049,14.6374,2018-07-06,"Fri - Jul 6, 2018",11:30:00,11:30:AM,Vehicular Traffic Accident,"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Fri - Jul 
121.044,14.7031,2018-07-07,"Sat - Jul 7, 2018",23:45:00,11:45:PM,Drug Related Incident (RA 9165),"San Bartolome, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 04 Novaliches,mc00,0000-00-00,Sat - Jul 
121.042,14.7214,2018-07-08,"Sun - Jul 8, 2018",03:00:00,3:00:AM,Drug Related Incident (RA 9165),"Santa Monica, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 04 Novaliches,mc00,0000-00-00,Sun - Jul 
121.05,14.6215,2018-07-03,"Tue - Jul 3, 2018",13:20:00,1:20:PM,Vehicular Traffic Accident,"Immaculate Concepcion, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.042,14.7213,2018-07-08,"Sun - Jul 8, 2018",03:00:00,3:00:AM,Drug Related Incident (RA 9165),"Santa Monica, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 04 Novaliches,mc00,0000-00-00,Sun - Jul 
121.044,14.7202,2018-07-08,"Sun - Jul 8, 2018",05:45:00,5:45:AM,Drug Related Incident (RA 9165),"Santa Monica, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 04 Novaliches,mc00,0000-00-00,Sun - Jul 
121.048,14.6363,2018-07-06,"Fri - Jul 6, 2018",11:00:00,11:00:AM,Vehicular Traffic Accident,"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Fri - Jul 
121.02,14.6332,2018-07-07,"Sat - Jul 7, 2018",14:30:00,2:30:PM,Vehicular Traffic Accident,"Paligsahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sat - Jul 
121.072,14.6381,2018-07-08,"Sun - Jul 8, 2018",12:00:00,12:00:PM,THEFT,"Loyola Heights, Quirino, Quezon City, NCR",130000000,137700000,Qualified Theft,10,Police Station 09 Quirino,mc66,0000-00-00,Sun - Jul 
121.046,14.6379,2018-07-07,"Sat - Jul 7, 2018",08:33:00,8:33:AM,Vehicular Traffic Accident,"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sat - Jul 
121.039,14.6373,2018-07-07,"Sat - Jul 7, 2018",12:42:00,12:42:PM,Vehicular Traffic Accident,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sat - Jul 
121.037,14.6913,2018-07-08,"Sun - Jul 8, 2018",05:00:00,5:00:AM,Drug Related Incident (RA 9165),"Sauyo, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 04 Novaliches,mc00,0000-00-00,Sun - Jul 
121.041,14.6294,2018-07-07,"Sat - Jul 7, 2018",14:00:00,2:00:PM,Vehicular Traffic Accident,"Kamuning, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sat - Jul 
121.036,14.6347,2018-07-07,"Sat - Jul 7, 2018",00:30:00,12:30:AM,Vehicular Traffic Accident,"Laging Handa, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sat - Jul 
121.048,14.6219,2018-07-03,"Tue - Jul 3, 2018",08:30:00,8:30:AM,Vehicular Traffic Accident,"Immaculate Concepcion, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.046,14.6294,2018-07-07,"Sat - Jul 7, 2018",06:05:00,6:05:AM,Vehicular Traffic Accident,"Kamuning, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sat - Jul 
121.046,14.6306,2018-07-07,"Sat - Jul 7, 2018",06:00:00,6:00:AM,Vehicular Traffic Accident,"Kamuning, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sat - Jul 
121.031,14.6357,2018-07-06,"Fri - Jul 6, 2018",19:00:00,7:00:PM,Vehicular Traffic Accident,"Paligsahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Fri - Jul 
